measured0,measured1,measured2,range0,range1,range2,range3,range4,range5,uuid,timestamp,range,measured,res
26,13,72,20,80,10,20,30,70,46715,2021-06-29 18:50:10,"[20, 80, 10, 20, 30, 70]","[26, 13, 72]",0
38,12,43,20,80,10,20,30,70,88094,2021-06-16 08:22:14,"[20, 80, 10, 20, 30, 70]","[38, 12, 43]",1
42,24,73,20,80,10,20,30,70,74038,2021-06-23 18:15:54,"[20, 80, 10, 20, 30, 70]","[42, 24, 73]",0
31,23,66,20,80,10,20,30,70,11985,2021-06-23 17:59:26,"[20, 80, 10, 20, 30, 70]","[31, 23, 66]",0
37,25,72,20,80,10,20,30,70,70228,2021-06-28 14:49:12,"[20, 80, 10, 20, 30, 70]","[37, 25, 72]",0
29,7,48,20,80,10,20,30,70,62986,2021-06-13 08:45:33,"[20, 80, 10, 20, 30, 70]","[29, 7, 48]",0
15,16,67,20,80,10,20,30,70,60778,2021-06-29 11:13:39,"[20, 80, 10, 20, 30, 70]","[15, 16, 67]",0
56,25,71,20,80,10,20,30,70,12946,2021-06-25 09:24:40,"[20, 80, 10, 20, 30, 70]","[56, 25, 71]",0
58,25,72,20,80,10,20,30,70,89972,2021-06-21 16:22:01,"[20, 80, 10, 20, 30, 70]","[58, 25, 72]",0
27,12,78,20,80,10,20,30,70,31136,2021-06-19 11:16:57,"[20, 80, 10, 20, 30, 70]","[27, 12, 78]",0
52,14,55,20,80,10,20,30,70,77658,2021-06-15 10:47:35,"[20, 80, 10, 20, 30, 70]","[52, 14, 55]",1
15,7,61,20,80,10,20,30,70,61045,2021-06-24 17:22:22,"[20, 80, 10, 20, 30, 70]","[15, 7, 61]",0
43,13,61,20,80,10,20,30,70,78913,2021-06-20 12:20:38,"[20, 80, 10, 20, 30, 70]","[43, 13, 61]",1
67,7,73,20,80,10,20,30,70,86353,2021-06-13 17:29:50,"[20, 80, 10, 20, 30, 70]","[67, 7, 73]",0
76,20,65,20,80,10,20,30,70,67423,2021-06-23 17:43:08,"[20, 80, 10, 20, 30, 70]","[76, 20, 65]",1
35,13,28,20,80,10,20,30,70,52355,2021-06-24 11:41:41,"[20, 80, 10, 20, 30, 70]","[35, 13, 28]",0
60,16,78,20,80,10,20,30,70,89300,2021-06-23 12:21:18,"[20, 80, 10, 20, 30, 70]","[60, 16, 78]",0
38,13,77,20,80,10,20,30,70,48117,2021-06-18 12:38:48,"[20, 80, 10, 20, 30, 70]","[38, 13, 77]",0
31,8,32,20,80,10,20,30,70,66649,2021-06-14 15:08:45,"[20, 80, 10, 20, 30, 70]","[31, 8, 32]",0
16,10,60,20,80,10,20,30,70,59671,2021-06-29 14:32:23,"[20, 80, 10, 20, 30, 70]","[16, 10, 60]",0
31,18,42,20,80,10,20,30,70,29069,2021-06-17 13:13:15,"[20, 80, 10, 20, 30, 70]","[31, 18, 42]",1
67,24,74,20,80,10,20,30,70,20266,2021-06-16 13:51:45,"[20, 80, 10, 20, 30, 70]","[67, 24, 74]",0
68,19,48,20,80,10,20,30,70,81806,2021-06-13 12:05:52,"[20, 80, 10, 20, 30, 70]","[68, 19, 48]",1
54,12,45,20,80,10,20,30,70,44479,2021-06-21 18:02:16,"[20, 80, 10, 20, 30, 70]","[54, 12, 45]",1
71,21,29,20,80,10,20,30,70,12385,2021-06-15 08:04:36,"[20, 80, 10, 20, 30, 70]","[71, 21, 29]",0
47,5,38,20,80,10,20,30,70,20412,2021-06-20 17:41:08,"[20, 80, 10, 20, 30, 70]","[47, 5, 38]",0
36,9,78,20,80,10,20,30,70,87105,2021-06-13 08:10:44,"[20, 80, 10, 20, 30, 70]","[36, 9, 78]",0
49,10,75,20,80,10,20,30,70,48644,2021-06-24 10:19:33,"[20, 80, 10, 20, 30, 70]","[49, 10, 75]",0
82,16,72,20,80,10,20,30,70,63994,2021-06-11 13:54:57,"[20, 80, 10, 20, 30, 70]","[82, 16, 72]",0
71,6,53,20,80,10,20,30,70,18729,2021-06-25 12:19:40,"[20, 80, 10, 20, 30, 70]","[71, 6, 53]",0
81,24,61,20,80,10,20,30,70,36622,2021-06-20 14:30:27,"[20, 80, 10, 20, 30, 70]","[81, 24, 61]",0
61,7,41,20,80,10,20,30,70,48097,2021-06-24 09:24:12,"[20, 80, 10, 20, 30, 70]","[61, 7, 41]",0
62,21,43,20,80,10,20,30,70,47860,2021-06-21 15:20:21,"[20, 80, 10, 20, 30, 70]","[62, 21, 43]",0
29,7,67,20,80,10,20,30,70,60953,2021-06-15 10:45:09,"[20, 80, 10, 20, 30, 70]","[29, 7, 67]",0
74,20,33,20,80,10,20,30,70,53970,2021-06-21 12:51:50,"[20, 80, 10, 20, 30, 70]","[74, 20, 33]",1
31,9,65,20,80,10,20,30,70,10681,2021-06-18 09:50:09,"[20, 80, 10, 20, 30, 70]","[31, 9, 65]",0
22,14,65,20,80,10,20,30,70,79416,2021-06-19 12:22:44,"[20, 80, 10, 20, 30, 70]","[22, 14, 65]",1
45,11,60,20,80,10,20,30,70,57063,2021-06-27 15:00:05,"[20, 80, 10, 20, 30, 70]","[45, 11, 60]",1
36,13,56,20,80,10,20,30,70,34892,2021-06-14 15:13:24,"[20, 80, 10, 20, 30, 70]","[36, 13, 56]",1
23,17,29,20,80,10,20,30,70,82217,2021-06-21 15:46:14,"[20, 80, 10, 20, 30, 70]","[23, 17, 29]",0
60,5,71,20,80,10,20,30,70,55444,2021-06-24 12:12:20,"[20, 80, 10, 20, 30, 70]","[60, 5, 71]",0
24,11,46,20,80,10,20,30,70,47970,2021-06-25 18:12:15,"[20, 80, 10, 20, 30, 70]","[24, 11, 46]",1
45,11,70,20,80,10,20,30,70,39508,2021-06-22 10:52:27,"[20, 80, 10, 20, 30, 70]","[45, 11, 70]",1
44,24,79,20,80,10,20,30,70,34920,2021-06-28 10:53:42,"[20, 80, 10, 20, 30, 70]","[44, 24, 79]",0
75,6,47,20,80,10,20,30,70,28924,2021-06-12 12:29:35,"[20, 80, 10, 20, 30, 70]","[75, 6, 47]",0
42,11,77,20,80,10,20,30,70,65011,2021-06-28 10:57:42,"[20, 80, 10, 20, 30, 70]","[42, 11, 77]",0
69,25,31,20,80,10,20,30,70,81610,2021-06-27 17:21:17,"[20, 80, 10, 20, 30, 70]","[69, 25, 31]",0
60,20,65,20,80,10,20,30,70,51086,2021-06-15 14:06:42,"[20, 80, 10, 20, 30, 70]","[60, 20, 65]",1
81,14,53,20,80,10,20,30,70,78570,2021-06-17 18:23:32,"[20, 80, 10, 20, 30, 70]","[81, 14, 53]",0
48,25,75,20,80,10,20,30,70,22279,2021-06-27 15:58:54,"[20, 80, 10, 20, 30, 70]","[48, 25, 75]",0
17,19,71,20,80,10,20,30,70,34949,2021-06-11 15:18:35,"[20, 80, 10, 20, 30, 70]","[17, 19, 71]",0
31,13,34,20,80,10,20,30,70,41667,2021-06-28 14:55:15,"[20, 80, 10, 20, 30, 70]","[31, 13, 34]",1
33,11,44,20,80,10,20,30,70,11443,2021-06-15 10:59:30,"[20, 80, 10, 20, 30, 70]","[33, 11, 44]",1
29,10,43,20,80,10,20,30,70,57619,2021-06-22 11:54:51,"[20, 80, 10, 20, 30, 70]","[29, 10, 43]",1
72,7,75,20,80,10,20,30,70,65341,2021-06-24 16:47:27,"[20, 80, 10, 20, 30, 70]","[72, 7, 75]",0
20,25,73,20,80,10,20,30,70,12665,2021-06-20 08:52:02,"[20, 80, 10, 20, 30, 70]","[20, 25, 73]",0
45,19,34,20,80,10,20,30,70,42524,2021-06-15 11:45:29,"[20, 80, 10, 20, 30, 70]","[45, 19, 34]",1
22,24,74,20,80,10,20,30,70,20121,2021-06-11 17:01:47,"[20, 80, 10, 20, 30, 70]","[22, 24, 74]",0
37,19,56,20,80,10,20,30,70,63714,2021-06-23 08:31:35,"[20, 80, 10, 20, 30, 70]","[37, 19, 56]",1
51,12,74,20,80,10,20,30,70,57147,2021-06-15 15:52:54,"[20, 80, 10, 20, 30, 70]","[51, 12, 74]",0
22,8,58,20,80,10,20,30,70,76450,2021-06-21 11:58:13,"[20, 80, 10, 20, 30, 70]","[22, 8, 58]",0
78,23,34,20,80,10,20,30,70,80544,2021-06-11 16:42:16,"[20, 80, 10, 20, 30, 70]","[78, 23, 34]",0
66,11,50,20,80,10,20,30,70,66473,2021-06-13 13:55:49,"[20, 80, 10, 20, 30, 70]","[66, 11, 50]",1
82,14,42,20,80,10,20,30,70,67499,2021-06-13 17:42:14,"[20, 80, 10, 20, 30, 70]","[82, 14, 42]",0
20,18,53,20,80,10,20,30,70,88177,2021-06-16 18:58:44,"[20, 80, 10, 20, 30, 70]","[20, 18, 53]",1
58,11,49,20,80,10,20,30,70,25344,2021-06-27 17:48:18,"[20, 80, 10, 20, 30, 70]","[58, 11, 49]",1
18,22,59,20,80,10,20,30,70,58700,2021-06-25 10:32:55,"[20, 80, 10, 20, 30, 70]","[18, 22, 59]",0
60,19,41,20,80,10,20,30,70,78354,2021-06-18 18:57:09,"[20, 80, 10, 20, 30, 70]","[60, 19, 41]",1
71,21,41,20,80,10,20,30,70,62695,2021-06-10 17:21:33,"[20, 80, 10, 20, 30, 70]","[71, 21, 41]",0
66,7,42,20,80,10,20,30,70,42455,2021-06-13 14:45:00,"[20, 80, 10, 20, 30, 70]","[66, 7, 42]",0
54,15,49,20,80,10,20,30,70,64747,2021-06-24 13:56:44,"[20, 80, 10, 20, 30, 70]","[54, 15, 49]",1
20,12,54,20,80,10,20,30,70,50692,2021-06-12 09:32:47,"[20, 80, 10, 20, 30, 70]","[20, 12, 54]",1
26,20,54,20,80,10,20,30,70,71361,2021-06-20 14:42:51,"[20, 80, 10, 20, 30, 70]","[26, 20, 54]",1
79,12,67,20,80,10,20,30,70,46657,2021-06-16 13:35:05,"[20, 80, 10, 20, 30, 70]","[79, 12, 67]",1
36,11,56,20,80,10,20,30,70,67640,2021-06-28 12:17:44,"[20, 80, 10, 20, 30, 70]","[36, 11, 56]",1
64,13,68,20,80,10,20,30,70,63598,2021-06-16 12:55:00,"[20, 80, 10, 20, 30, 70]","[64, 13, 68]",1
25,8,75,20,80,10,20,30,70,60310,2021-06-25 10:36:35,"[20, 80, 10, 20, 30, 70]","[25, 8, 75]",0
17,10,79,20,80,10,20,30,70,71576,2021-06-10 18:16:05,"[20, 80, 10, 20, 30, 70]","[17, 10, 79]",0
19,20,66,20,80,10,20,30,70,38840,2021-06-13 16:35:02,"[20, 80, 10, 20, 30, 70]","[19, 20, 66]",0
37,23,48,20,80,10,20,30,70,26886,2021-06-11 15:36:08,"[20, 80, 10, 20, 30, 70]","[37, 23, 48]",0
55,13,51,20,80,10,20,30,70,48469,2021-06-22 11:37:47,"[20, 80, 10, 20, 30, 70]","[55, 13, 51]",1
60,6,76,20,80,10,20,30,70,10605,2021-06-20 18:03:57,"[20, 80, 10, 20, 30, 70]","[60, 6, 76]",0
54,5,75,20,80,10,20,30,70,34173,2021-06-11 13:47:16,"[20, 80, 10, 20, 30, 70]","[54, 5, 75]",0
69,10,76,20,80,10,20,30,70,33892,2021-06-10 14:39:56,"[20, 80, 10, 20, 30, 70]","[69, 10, 76]",0
66,19,54,20,80,10,20,30,70,11279,2021-06-28 09:06:31,"[20, 80, 10, 20, 30, 70]","[66, 19, 54]",1
37,13,62,20,80,10,20,30,70,32860,2021-06-27 14:38:41,"[20, 80, 10, 20, 30, 70]","[37, 13, 62]",1
53,13,66,20,80,10,20,30,70,70830,2021-06-22 17:07:00,"[20, 80, 10, 20, 30, 70]","[53, 13, 66]",1
70,5,55,20,80,10,20,30,70,78227,2021-06-24 15:48:17,"[20, 80, 10, 20, 30, 70]","[70, 5, 55]",0
30,23,57,20,80,10,20,30,70,83051,2021-06-10 12:37:30,"[20, 80, 10, 20, 30, 70]","[30, 23, 57]",0
55,17,37,20,80,10,20,30,70,83032,2021-06-19 16:55:35,"[20, 80, 10, 20, 30, 70]","[55, 17, 37]",1
32,13,76,20,80,10,20,30,70,20447,2021-06-28 16:47:34,"[20, 80, 10, 20, 30, 70]","[32, 13, 76]",0
52,21,70,20,80,10,20,30,70,66210,2021-06-17 17:55:10,"[20, 80, 10, 20, 30, 70]","[52, 21, 70]",0
58,7,54,20,80,10,20,30,70,12085,2021-06-28 08:23:17,"[20, 80, 10, 20, 30, 70]","[58, 7, 54]",0
79,22,68,20,80,10,20,30,70,49659,2021-06-26 15:05:31,"[20, 80, 10, 20, 30, 70]","[79, 22, 68]",0
27,8,73,20,80,10,20,30,70,59182,2021-06-20 09:24:29,"[20, 80, 10, 20, 30, 70]","[27, 8, 73]",0
30,13,40,20,80,10,20,30,70,35618,2021-06-11 16:31:54,"[20, 80, 10, 20, 30, 70]","[30, 13, 40]",1
34,25,55,20,80,10,20,30,70,17970,2021-06-12 16:36:24,"[20, 80, 10, 20, 30, 70]","[34, 25, 55]",0
77,22,47,20,80,10,20,30,70,10767,2021-06-19 15:14:39,"[20, 80, 10, 20, 30, 70]","[77, 22, 47]",0
84,20,40,20,80,10,20,30,70,13733,2021-06-22 08:13:00,"[20, 80, 10, 20, 30, 70]","[84, 20, 40]",0
18,18,37,20,80,10,20,30,70,37459,2021-06-15 15:13:32,"[20, 80, 10, 20, 30, 70]","[18, 18, 37]",0
80,18,48,20,80,10,20,30,70,40016,2021-06-20 16:25:58,"[20, 80, 10, 20, 30, 70]","[80, 18, 48]",1
80,24,77,20,80,10,20,30,70,67330,2021-06-17 12:37:49,"[20, 80, 10, 20, 30, 70]","[80, 24, 77]",0
83,6,53,20,80,10,20,30,70,47509,2021-06-15 09:54:55,"[20, 80, 10, 20, 30, 70]","[83, 6, 53]",0
48,7,48,20,80,10,20,30,70,26627,2021-06-26 12:13:48,"[20, 80, 10, 20, 30, 70]","[48, 7, 48]",0
67,24,35,20,80,10,20,30,70,62386,2021-06-10 14:44:30,"[20, 80, 10, 20, 30, 70]","[67, 24, 35]",0
15,13,56,20,80,10,20,30,70,23635,2021-06-26 08:30:35,"[20, 80, 10, 20, 30, 70]","[15, 13, 56]",0
34,15,79,20,80,10,20,30,70,22725,2021-06-15 10:53:34,"[20, 80, 10, 20, 30, 70]","[34, 15, 79]",0
48,13,59,20,80,10,20,30,70,75112,2021-06-11 12:39:40,"[20, 80, 10, 20, 30, 70]","[48, 13, 59]",1
57,21,31,20,80,10,20,30,70,12862,2021-06-12 10:09:25,"[20, 80, 10, 20, 30, 70]","[57, 21, 31]",0
36,21,31,20,80,10,20,30,70,26848,2021-06-20 15:36:12,"[20, 80, 10, 20, 30, 70]","[36, 21, 31]",0
61,23,64,20,80,10,20,30,70,66568,2021-06-26 11:42:56,"[20, 80, 10, 20, 30, 70]","[61, 23, 64]",0
51,25,76,20,80,10,20,30,70,25467,2021-06-18 14:14:26,"[20, 80, 10, 20, 30, 70]","[51, 25, 76]",0
15,5,55,20,80,10,20,30,70,58980,2021-06-11 12:47:52,"[20, 80, 10, 20, 30, 70]","[15, 5, 55]",0
25,7,34,20,80,10,20,30,70,22389,2021-06-29 12:14:28,"[20, 80, 10, 20, 30, 70]","[25, 7, 34]",0
31,15,63,20,80,10,20,30,70,78519,2021-06-19 12:53:55,"[20, 80, 10, 20, 30, 70]","[31, 15, 63]",1
42,24,76,20,80,10,20,30,70,86613,2021-06-28 11:52:46,"[20, 80, 10, 20, 30, 70]","[42, 24, 76]",0
47,5,43,20,80,10,20,30,70,44836,2021-06-11 12:18:29,"[20, 80, 10, 20, 30, 70]","[47, 5, 43]",0
39,17,39,20,80,10,20,30,70,32659,2021-06-27 14:37:49,"[20, 80, 10, 20, 30, 70]","[39, 17, 39]",1
25,13,48,20,80,10,20,30,70,32424,2021-06-10 16:46:04,"[20, 80, 10, 20, 30, 70]","[25, 13, 48]",1
38,12,65,20,80,10,20,30,70,87792,2021-06-13 16:14:01,"[20, 80, 10, 20, 30, 70]","[38, 12, 65]",1
61,8,46,20,80,10,20,30,70,89200,2021-06-27 10:47:22,"[20, 80, 10, 20, 30, 70]","[61, 8, 46]",0
18,11,53,20,80,10,20,30,70,78692,2021-06-20 13:54:20,"[20, 80, 10, 20, 30, 70]","[18, 11, 53]",0
36,11,54,20,80,10,20,30,70,16503,2021-06-24 09:10:41,"[20, 80, 10, 20, 30, 70]","[36, 11, 54]",1
23,7,55,20,80,10,20,30,70,43527,2021-06-21 13:40:44,"[20, 80, 10, 20, 30, 70]","[23, 7, 55]",0
18,25,40,20,80,10,20,30,70,76914,2021-06-29 12:06:34,"[20, 80, 10, 20, 30, 70]","[18, 25, 40]",0
39,5,33,20,80,10,20,30,70,81300,2021-06-17 08:40:41,"[20, 80, 10, 20, 30, 70]","[39, 5, 33]",0
45,21,42,20,80,10,20,30,70,63653,2021-06-27 12:18:12,"[20, 80, 10, 20, 30, 70]","[45, 21, 42]",0
83,14,66,20,80,10,20,30,70,35252,2021-06-10 15:21:04,"[20, 80, 10, 20, 30, 70]","[83, 14, 66]",0
46,11,33,20,80,10,20,30,70,75633,2021-06-16 18:41:59,"[20, 80, 10, 20, 30, 70]","[46, 11, 33]",1
33,16,43,20,80,10,20,30,70,84186,2021-06-12 15:54:47,"[20, 80, 10, 20, 30, 70]","[33, 16, 43]",1
51,10,52,20,80,10,20,30,70,38989,2021-06-12 10:09:29,"[20, 80, 10, 20, 30, 70]","[51, 10, 52]",1
75,6,37,20,80,10,20,30,70,82887,2021-06-21 12:36:06,"[20, 80, 10, 20, 30, 70]","[75, 6, 37]",0
27,16,62,20,80,10,20,30,70,55751,2021-06-16 10:23:55,"[20, 80, 10, 20, 30, 70]","[27, 16, 62]",1
69,23,44,20,80,10,20,30,70,48543,2021-06-19 09:53:57,"[20, 80, 10, 20, 30, 70]","[69, 23, 44]",0
19,19,55,20,80,10,20,30,70,46458,2021-06-15 13:52:49,"[20, 80, 10, 20, 30, 70]","[19, 19, 55]",0
18,14,74,20,80,10,20,30,70,37522,2021-06-22 11:41:45,"[20, 80, 10, 20, 30, 70]","[18, 14, 74]",0
65,10,42,20,80,10,20,30,70,11854,2021-06-25 12:12:06,"[20, 80, 10, 20, 30, 70]","[65, 10, 42]",1
29,8,72,20,80,10,20,30,70,41235,2021-06-14 08:42:40,"[20, 80, 10, 20, 30, 70]","[29, 8, 72]",0
62,18,56,20,80,10,20,30,70,61056,2021-06-28 08:17:12,"[20, 80, 10, 20, 30, 70]","[62, 18, 56]",1
58,21,54,20,80,10,20,30,70,33993,2021-06-16 10:56:24,"[20, 80, 10, 20, 30, 70]","[58, 21, 54]",0
59,9,29,20,80,10,20,30,70,55825,2021-06-12 15:16:09,"[20, 80, 10, 20, 30, 70]","[59, 9, 29]",0
39,11,63,20,80,10,20,30,70,39301,2021-06-10 11:44:13,"[20, 80, 10, 20, 30, 70]","[39, 11, 63]",1
81,24,40,20,80,10,20,30,70,83150,2021-06-14 17:27:28,"[20, 80, 10, 20, 30, 70]","[81, 24, 40]",0
41,15,64,20,80,10,20,30,70,58142,2021-06-11 18:37:11,"[20, 80, 10, 20, 30, 70]","[41, 15, 64]",1
36,5,31,20,80,10,20,30,70,43846,2021-06-10 18:54:10,"[20, 80, 10, 20, 30, 70]","[36, 5, 31]",0
37,20,46,20,80,10,20,30,70,38094,2021-06-13 13:08:33,"[20, 80, 10, 20, 30, 70]","[37, 20, 46]",1
28,12,50,20,80,10,20,30,70,76248,2021-06-20 12:33:09,"[20, 80, 10, 20, 30, 70]","[28, 12, 50]",1
82,20,66,20,80,10,20,30,70,20372,2021-06-12 14:33:31,"[20, 80, 10, 20, 30, 70]","[82, 20, 66]",0
66,20,65,20,80,10,20,30,70,54171,2021-06-13 17:53:54,"[20, 80, 10, 20, 30, 70]","[66, 20, 65]",1
22,25,56,20,80,10,20,30,70,17821,2021-06-28 08:15:37,"[20, 80, 10, 20, 30, 70]","[22, 25, 56]",0
45,5,69,20,80,10,20,30,70,45030,2021-06-15 12:13:56,"[20, 80, 10, 20, 30, 70]","[45, 5, 69]",0
65,8,60,20,80,10,20,30,70,85367,2021-06-22 08:29:52,"[20, 80, 10, 20, 30, 70]","[65, 8, 60]",0
43,15,67,20,80,10,20,30,70,75650,2021-06-11 12:40:10,"[20, 80, 10, 20, 30, 70]","[43, 15, 67]",1
56,24,48,20,80,10,20,30,70,69162,2021-06-12 18:14:24,"[20, 80, 10, 20, 30, 70]","[56, 24, 48]",0
34,7,56,20,80,10,20,30,70,32220,2021-06-16 13:01:38,"[20, 80, 10, 20, 30, 70]","[34, 7, 56]",0
36,7,33,20,80,10,20,30,70,67452,2021-06-29 10:40:16,"[20, 80, 10, 20, 30, 70]","[36, 7, 33]",0
50,20,72,20,80,10,20,30,70,83199,2021-06-14 09:15:41,"[20, 80, 10, 20, 30, 70]","[50, 20, 72]",0
19,9,52,20,80,10,20,30,70,21494,2021-06-27 16:29:11,"[20, 80, 10, 20, 30, 70]","[19, 9, 52]",0
80,8,73,20,80,10,20,30,70,46990,2021-06-12 16:56:31,"[20, 80, 10, 20, 30, 70]","[80, 8, 73]",0
83,21,56,20,80,10,20,30,70,37126,2021-06-18 18:46:41,"[20, 80, 10, 20, 30, 70]","[83, 21, 56]",0
56,12,57,20,80,10,20,30,70,89539,2021-06-11 14:08:47,"[20, 80, 10, 20, 30, 70]","[56, 12, 57]",1
28,18,64,20,80,10,20,30,70,85091,2021-06-19 17:40:46,"[20, 80, 10, 20, 30, 70]","[28, 18, 64]",1
44,9,37,20,80,10,20,30,70,63682,2021-06-26 09:13:53,"[20, 80, 10, 20, 30, 70]","[44, 9, 37]",0
64,23,45,20,80,10,20,30,70,56196,2021-06-11 16:23:47,"[20, 80, 10, 20, 30, 70]","[64, 23, 45]",0
84,8,74,20,80,10,20,30,70,80537,2021-06-25 16:37:39,"[20, 80, 10, 20, 30, 70]","[84, 8, 74]",0
74,19,33,20,80,10,20,30,70,25055,2021-06-24 15:43:07,"[20, 80, 10, 20, 30, 70]","[74, 19, 33]",1
22,12,51,20,80,10,20,30,70,61159,2021-06-28 09:17:49,"[20, 80, 10, 20, 30, 70]","[22, 12, 51]",1
20,25,34,20,80,10,20,30,70,80820,2021-06-11 09:18:36,"[20, 80, 10, 20, 30, 70]","[20, 25, 34]",0
58,10,55,20,80,10,20,30,70,51180,2021-06-24 18:23:47,"[20, 80, 10, 20, 30, 70]","[58, 10, 55]",1
45,6,80,20,80,10,20,30,70,51027,2021-06-21 08:29:41,"[20, 80, 10, 20, 30, 70]","[45, 6, 80]",0
26,6,47,20,80,10,20,30,70,11389,2021-06-27 18:01:21,"[20, 80, 10, 20, 30, 70]","[26, 6, 47]",0
15,17,52,20,80,10,20,30,70,43860,2021-06-19 18:42:02,"[20, 80, 10, 20, 30, 70]","[15, 17, 52]",0
62,25,54,20,80,10,20,30,70,77172,2021-06-18 14:28:04,"[20, 80, 10, 20, 30, 70]","[62, 25, 54]",0
55,14,47,20,80,10,20,30,70,70683,2021-06-16 12:16:20,"[20, 80, 10, 20, 30, 70]","[55, 14, 47]",1
40,7,63,20,80,10,20,30,70,36579,2021-06-18 16:46:34,"[20, 80, 10, 20, 30, 70]","[40, 7, 63]",0
34,25,42,20,80,10,20,30,70,52292,2021-06-14 17:01:11,"[20, 80, 10, 20, 30, 70]","[34, 25, 42]",0
58,23,44,20,80,10,20,30,70,70912,2021-06-14 15:14:57,"[20, 80, 10, 20, 30, 70]","[58, 23, 44]",0
55,24,57,20,80,10,20,30,70,60199,2021-06-16 15:31:50,"[20, 80, 10, 20, 30, 70]","[55, 24, 57]",0
69,23,52,20,80,10,20,30,70,76377,2021-06-25 16:24:08,"[20, 80, 10, 20, 30, 70]","[69, 23, 52]",0
55,11,72,20,80,10,20,30,70,35250,2021-06-27 17:23:11,"[20, 80, 10, 20, 30, 70]","[55, 11, 72]",0
19,8,62,20,80,10,20,30,70,58407,2021-06-16 09:47:30,"[20, 80, 10, 20, 30, 70]","[19, 8, 62]",0
68,22,80,20,80,10,20,30,70,50924,2021-06-27 16:18:00,"[20, 80, 10, 20, 30, 70]","[68, 22, 80]",0
43,14,58,20,80,10,20,30,70,73919,2021-06-23 17:06:56,"[20, 80, 10, 20, 30, 70]","[43, 14, 58]",1
18,15,29,20,80,10,20,30,70,41107,2021-06-16 09:19:38,"[20, 80, 10, 20, 30, 70]","[18, 15, 29]",0
37,24,75,20,80,10,20,30,70,77108,2021-06-24 17:26:34,"[20, 80, 10, 20, 30, 70]","[37, 24, 75]",0
81,25,72,20,80,10,20,30,70,58035,2021-06-19 18:45:46,"[20, 80, 10, 20, 30, 70]","[81, 25, 72]",0
32,16,73,20,80,10,20,30,70,14250,2021-06-18 11:30:52,"[20, 80, 10, 20, 30, 70]","[32, 16, 73]",0
15,25,78,20,80,10,20,30,70,48399,2021-06-17 09:07:35,"[20, 80, 10, 20, 30, 70]","[15, 25, 78]",0
50,20,63,20,80,10,20,30,70,67239,2021-06-18 18:37:03,"[20, 80, 10, 20, 30, 70]","[50, 20, 63]",1
80,13,51,20,80,10,20,30,70,13738,2021-06-28 13:56:10,"[20, 80, 10, 20, 30, 70]","[80, 13, 51]",1
82,18,29,20,80,10,20,30,70,57905,2021-06-26 13:42:09,"[20, 80, 10, 20, 30, 70]","[82, 18, 29]",0
76,12,73,20,80,10,20,30,70,56775,2021-06-16 10:49:40,"[20, 80, 10, 20, 30, 70]","[76, 12, 73]",0
53,22,75,20,80,10,20,30,70,41327,2021-06-17 13:44:29,"[20, 80, 10, 20, 30, 70]","[53, 22, 75]",0
75,9,64,20,80,10,20,30,70,36159,2021-06-26 11:25:20,"[20, 80, 10, 20, 30, 70]","[75, 9, 64]",0
72,11,68,20,80,10,20,30,70,53754,2021-06-29 08:01:31,"[20, 80, 10, 20, 30, 70]","[72, 11, 68]",1
38,21,59,20,80,10,20,30,70,47414,2021-06-15 15:43:24,"[20, 80, 10, 20, 30, 70]","[38, 21, 59]",0
70,7,49,20,80,10,20,30,70,26547,2021-06-18 16:47:43,"[20, 80, 10, 20, 30, 70]","[70, 7, 49]",0
28,7,77,20,80,10,20,30,70,89452,2021-06-15 18:44:24,"[20, 80, 10, 20, 30, 70]","[28, 7, 77]",0
48,12,38,20,80,10,20,30,70,42073,2021-06-11 10:54:48,"[20, 80, 10, 20, 30, 70]","[48, 12, 38]",1
74,20,77,20,80,10,20,30,70,75324,2021-06-28 18:35:29,"[20, 80, 10, 20, 30, 70]","[74, 20, 77]",0
39,18,29,20,80,10,20,30,70,30827,2021-06-23 14:57:45,"[20, 80, 10, 20, 30, 70]","[39, 18, 29]",0
77,14,39,20,80,10,20,30,70,58081,2021-06-20 18:14:43,"[20, 80, 10, 20, 30, 70]","[77, 14, 39]",1
82,13,61,20,80,10,20,30,70,32748,2021-06-18 09:49:39,"[20, 80, 10, 20, 30, 70]","[82, 13, 61]",0
79,8,74,20,80,10,20,30,70,53678,2021-06-17 14:21:39,"[20, 80, 10, 20, 30, 70]","[79, 8, 74]",0
55,25,76,20,80,10,20,30,70,12020,2021-06-10 13:28:59,"[20, 80, 10, 20, 30, 70]","[55, 25, 76]",0
73,11,67,20,80,10,20,30,70,40933,2021-06-19 18:19:31,"[20, 80, 10, 20, 30, 70]","[73, 11, 67]",1
51,24,72,20,80,10,20,30,70,23489,2021-06-23 12:00:25,"[20, 80, 10, 20, 30, 70]","[51, 24, 72]",0
38,19,66,20,80,10,20,30,70,36726,2021-06-14 13:41:55,"[20, 80, 10, 20, 30, 70]","[38, 19, 66]",1
33,21,46,20,80,10,20,30,70,20261,2021-06-16 17:00:56,"[20, 80, 10, 20, 30, 70]","[33, 21, 46]",0
42,7,76,20,80,10,20,30,70,15501,2021-06-16 15:25:30,"[20, 80, 10, 20, 30, 70]","[42, 7, 76]",0
38,9,30,20,80,10,20,30,70,26119,2021-06-28 16:05:58,"[20, 80, 10, 20, 30, 70]","[38, 9, 30]",0
